PC1,PC2,PC3,_target_bin
0.07540939706269478,-0.09075139747055373,-0.11571779932350866,0
-0.912125524738732,0.7034246388855095,-2.111820019189236,0
-0.13290616276893943,0.060401464308278946,0.03553749096608106,0
0.5017574215710886,0.8464564347618372,-0.4153905355855072,0
-0.5560152189956248,-0.46363518266076004,0.33615617533380654,0
-0.17521706839160797,0.007997799611375051,0.06559935940285361,0
-0.8114419604234211,0.6494455077203407,-1.8832453630953472,0
0.6977706325117192,0.7914269926178251,-0.05447402105354086,1
1.1230071062883409,-1.6303924494827897,0.12254271714714374,1
0.43172480999497503,-0.2148117030730862,-0.37336662415814226,1
1.7313758641147845,-0.01300841996549008,2.7124365281644036,1
-0.4713934077502878,-0.35882785326695216,0.27603243846026143,1
-1.2442179802355657,-0.7204019512510631,-0.17524377467271818,0
0.08987663662164751,-0.2592720787673607,0.8776179937771039,0
-0.04828435152360238,0.16520879370208671,-0.02458624590746404,1
-0.06382566869631452,-0.15183897192644477,0.48663961080836504,0
-0.9212720524269296,-0.6182203993043637,0.0954871345489305,0
-0.38677159650495074,-0.2540205238731444,0.21590870158671638,0
0.3437420703576587,0.05514990941406266,0.6972467831564686,0
0.3169724819077023,0.31979401034569027,0.21608279487741208,1
0.905012114729594,0.15470568391365414,1.298832338473311,1
-0.4092281390594392,0.9093632092471737,-1.768870988403055,0
-0.2598388796369451,-0.09680952978243273,0.12572309627639872,0
-0.07727688943697118,0.5136168563592446,-0.000936999597058298,0
0.7556228553070999,1.160878422943261,-0.5957617462061425,0
0.6286901384390943,1.0036674288525491,-0.5055761408958249,1
-0.9368133695996417,-0.9352681649328949,0.6067129912647595,0
1.4973647934469534,0.8883569896703086,0.8779661803584953,1
1.8159976753601217,0.0917989094283177,2.652312791290859,0
0.3325137990804144,0.6368417759742216,-0.29514306183841704,0
-0.19559186735704964,-0.7319553720183389,1.2805166681461342,0
-0.7038431707263337,-0.8849651221936776,0.8413348397041419,0
0.055756582695433175,0.5590613348857033,-0.09640417228232653,0
-0.4713934077502878,-0.35882785326695216,0.27603243846026143,0
-2.001501235548132,-0.7649282836066427,-1.1377458445215272,0
0.29020289345774586,0.5844381112773178,-0.2650811934016445,0
-0.8521915583543045,-0.8304608355390872,0.5465892543912144,0
-1.6517857192895389,-0.9273908325915705,-0.38585094702082173,0
-0.5244121487529388,-0.3053738775912051,0.11362871158541145,1
0.29020289345774586,0.5844381112773178,-0.2650811934016445,0
-0.2860880321896398,-0.3079996550383132,0.4444833576806052,0
0.5017574215710886,0.8464564347618372,-0.4153905355855072,0
-0.24861060835970078,-0.6785013963425919,1.1181129412712842,0
0.3325137990804144,0.6368417759742216,-0.29514306183841704,0
-0.9212720524269296,-0.6182203993043637,0.0954871345489305,0
0.6710010440617628,1.0560710935494528,-0.5356380093325974,1
0.40642777494576887,0.8475067457406805,-0.5477323940235848,0
0.12095927096707178,0.37482345248970234,-0.14483371965455424,0
-0.005973445900933835,0.2176124583989906,-0.05464811434423659,0
-0.3707098434349768,-0.412806984432121,0.5046070945541502,0
-0.6829479358636305,-0.6208461767514718,0.42634178064412426,0
-1.4557725083489084,-0.9824202747355826,-0.024934432488855365,0
1.0559534714270717,0.6996198893940286,1.1944295668510725,1
1.0897970543929802,0.6813681083298012,0.6673590080103916,1
1.2011884540882736,0.5215313367919813,1.088399259415903,0
0.07864836534440324,0.3224197877927984,-0.1147718512177817,1
0.20558108221240884,0.4796307818835101,-0.20495745652809935,0
-0.2598388796369451,-0.09680952978243273,0.12572309627639872,0
0.37534514060034463,0.21341121448361758,0.4747193194080734,0
-0.08860530676153655,-0.8282063570493199,-0.0034259901267544466,0
-0.287597086369892,-0.584200695597724,0.14185002521291512,0
-0.38677159650495074,-0.2540205238731444,0.21590870158671638,0
0.29020289345774586,0.5844381112773178,-0.2650811934016445,0
0.27466157628503374,0.2673903456487864,0.24614466331418464,1
0.3442625062549204,-0.42068431677344537,1.4971710328397314,0
-0.2175279740142765,-0.044405865085528844,0.09566122783962616,0
-0.5560152189956248,-0.46363518266076004,0.33615617533380654,0
0.5017574215710886,0.8464564347618372,-0.4153905355855072,1
0.8091620322070128,0.6315902210800054,0.3665662303519705,1
-0.6829479358636305,-0.6208461767514718,0.42634178064412426,0
-1.3181319561009204,-0.931066921017522,0.07734555751244951,0
-0.4290825021276193,-0.30642418857004833,0.24597057002348896,0
0.9162403860068384,-0.42698618264650495,2.291222183468197,1
-0.7675697471089674,-0.7256535061452795,0.4864655175176693,0
0.6485445015072744,2.219454826669771,-2.5204176993223686,0
-0.5983261246182933,-0.5160388473576639,0.3662180437705791,0
-0.04828435152360238,0.16520879370208671,-0.02458624590746404,0
-0.7171531855926246,1.6000636491165139,-3.3507520040237955,0
-1.8370910948501868,-0.9782190308202097,-0.5543018662411654,0
-0.4290825021276193,-0.30642418857004833,0.24597057002348896,0
-1.4557725083489084,-0.9824202747355826,-0.024934432488855365,0
0.45944651594842,0.7940527700649332,-0.38532866714873465,0
0.20558108221240884,0.4796307818835101,-0.20495745652809935,0
1.1369414418083783,1.1566771790278878,-0.06639431245383252,0
1.2162540087653257,-0.9682376403198494,-0.9444650182087445,1
0.26343330500778944,0.8490822122089453,-0.746245181680701,0
0.3325137990804144,0.6368417759742216,-0.29514306183841704,1
0.13218754224431603,-0.2068684140704568,0.8475561253403314,0
-0.4713934077502878,-0.35882785326695216,0.27603243846026143,0
0.5552965984710015,0.31716823289858215,0.5469374409726058,1
0.6710010440617628,1.0560710935494528,-0.5356380093325974,0
-0.17521706839160797,0.007997799611375051,0.06559935940285361,0
-1.270987568685522,-0.45575785031943555,-0.6564077629517747,0
-0.8298303674923831,-0.208918535734134,0.03286742096418518,0
-0.3021497852596136,-0.14921319447933665,0.1557849647131713,1
-0.03705608024635805,-0.41648307285807235,0.9678035990874215,0
1.0982643770497404,0.7520235540909326,1.1643676984142999,1
0.20610151810967053,0.003796555696002031,0.5949667931551635,1
0.29020289345774586,0.5844381112773178,-0.2650811934016445,0
-0.38677159650495074,-0.2540205238731444,0.21590870158671638,0
1.4749082508924647,2.0517407227906266,-1.1068135096312761,1
2.221474653887932,-1.042410684792505,0.3410457801279111,1
0.7245402209616756,0.5267828916861976,0.42668996722551567,0
-0.8945024639769731,-0.8828645002359912,0.5766511228279869,0
-0.5137043133729562,-0.4112315179638561,0.306094306897034,0
0.20027706106566961,-0.973865314832419,-0.21267226768856357,1
1.2007092893486306,-4.228266049026895,-1.7632159485173182,0
-0.4713934077502878,-0.35882785326695216,0.27603243846026143,0
-0.4290825021276193,-0.30642418857004833,0.24597057002348896,0
0.0363374597217347,0.2700161230958945,-0.08470998278100915,0
-0.7252588414862989,-0.6732498414483756,0.45640364908089676,0
-0.13290616276893943,0.060401464308278946,0.03553749096608106,1
0.9612487752030805,1.1750999427070519,0.2613272575669941,1
-0.9606642408542264,-0.8362793423145567,-0.882962531309571,0
-0.2175279740142765,-0.044405865085528844,0.09566122783962616,0
0.9784056546976868,0.8412048798676209,0.24631875660488037,0
1.1053383715656924,0.9984158739583328,0.15613315129456265,0
0.3325137990804144,0.6368417759742216,-0.29514306183841704,1
1.3490164058189826,0.942861276324899,0.5832205950455677,0
-0.7622158294189761,-0.778582326331605,0.5826983151734807,0
-0.8521915583543045,-0.8304608355390872,0.5465892543912144,0
0.905012114729594,0.15470568391365414,1.298832338473311,0
-0.4713934077502878,-0.35882785326695216,0.27603243846026143,0
-0.03705608024635805,-0.41648307285807235,0.9678035990874215,1
-1.175137486162941,-0.9326423874857868,0.27585834516956576,0
0.24789198783507732,0.5320344465804139,-0.23501932496487185,1
-1.5977416135472957,-0.7156087847714913,-0.12157137455071139,0
-0.4290825021276193,-0.30642418857004833,0.24597057002348896,1
-0.2598388796369451,-0.09680952978243273,0.12572309627639872,0
-0.09059525714627092,0.11280512900518283,0.005475622529308508,0
0.39728124725757147,-0.47413829244919253,1.6595747597145816,0
-0.8598035520273282,-0.5082698048107271,0.5546294123305121,0
-0.036319325624545984,-0.3476438369578514,-0.5398223751136831,0
0.30143116473499015,0.0027462447171587756,0.7273086515932411,0
0.014921788961769572,0.4817314038411966,-0.4696411734042544,0
-0.13290616276893943,0.060401464308278946,0.03553749096608106,1
1.0319448315975994,0.31191667800436584,1.2086467331629933,0
-0.8366502411815924,-0.5134130699105558,0.03536339767538534,0
-1.8477989302301696,-0.8723613904475586,-0.7467674615527882,0
0.3325137990804144,0.6368417759742216,-0.29514306183841704,1
0.8402446665524369,1.2656857523370686,-0.6558854830796876,0
-0.5983261246182933,-0.5160388473576639,0.3662180437705791,0
-1.4134616027262399,-0.9300166100386786,-0.05499630092562797,0
0.04384456519009802,0.5736679669603192,-0.08770768018985209,1
1.2210428171564536,1.7373187346092036,-0.9264422990106406,0
-0.9057307352542173,-0.3011726336758321,-0.41573872216689856,0
-1.5725178257341932,-0.7696546830114374,-0.5422074815501782,0
-0.9801651470168335,-0.036003377254782774,-0.963073639664994,0
0.8007909337786135,1.6269214341879596,-0.6245989328162754,0
0.07864836534440324,0.3224197877927984,-0.1147718512177817,0
0.15256234120975773,0.5330847575592571,-0.3673611834029494,0
-0.3021497852596136,-0.14921319447933665,0.1557849647131713,0
